id,PClass,Age,Gender,Survived,GenderCode,Name
827,3rd,14.0,male,0,0,"Goodwin, Mr Charles E"
828,3rd,16.0,female,0,1,"Goodwin, Miss Lillian A"
829,3rd,9.0,male,0,0,"Goodwin, Master Harold V"
830,3rd,10.0,female,0,1,"Goodwin, Miss Jessie A"
831,3rd,6.0,male,0,0,"Goodwin, Master Sidney L"
832,3rd,11.0,male,0,0,"Goodwin, Master William F"
833,3rd,40.0,male,0,0,"Green, Mr George"
834,3rd,32.0,male,0,0,"Gronnestad, Mr Daniel Danielsen"
835,3rd,30.0,male,0,0,"Guest, Mr Robert"
836,3rd,20.0,male,0,0,"Gustafsson, Mr Alfred Ossian"
837,3rd,37.0,male,0,0,"Gustafsson, Mr Anders Vilhelm"
838,3rd,28.0,male,0,0,"Gustafsson, Mr Johan Birger"
839,3rd,19.0,male,0,0,"Gustafsson, Mr Karl Gideon"
840,3rd,24.0,female,0,1,"Haas, Miss Aloisia"
841,3rd,17.0,female,0,1,"Hagardon, Miss Kate"
842,3rd,30.0,male,0,0,"Hagland, Mr Ingvald Olsen"
843,3rd,30.0,male,0,0,"Hagland, Mr Konrad Mathias Reiersen"
844,3rd,28.0,male,0,0,"Hakkarainen, Mr Pekko Pietari"
845,3rd,24.0,female,1,1,"Hakkarainen, Mrs Pekko Pietari"
846,3rd,20.0,male,0,0,"Hampe, Mr Leon"
847,3rd,41.0,male,0,0,"Hansen, Mr Claus Peter"
848,3rd,45.0,female,1,1,"Hansen, Mrs Claus Peter"
849,3rd,26.0,male,0,0,"Hansen, Mr Henrik Juul"
850,3rd,21.0,male,0,0,"Hansen, Mr Henry Damsgaard"
851,3rd,30.0,female,0,1,"Harknett, Miss Alice"
852,3rd,30.0,male,0,0,"Harmer, Mr Abraham"
853,3rd,30.0,male,0,0,"Hart, Mr Henry"
854,3rd,30.0,male,0,0,"Hassan, Mr M Houssein"
855,3rd,30.0,female,0,1,"Healy, Miss Nora"
856,3rd,27.0,male,1,0,"Hedman, Mr Oscar"
857,3rd,30.0,male,0,0,"Hee, Mr Ling"
858,3rd,18.0,female,0,1,"Hegarty, Miss Nora"
859,3rd,26.0,female,1,1,"Heikkinen, Miss Laina"
860,3rd,23.0,female,0,1,"Heininen, Miss Wendla Maria"
861,3rd,22.0,female,1,1,"Hellstrom, Hilda Maria"
862,3rd,30.0,female,0,1,"Hemming, Miss Nora"
863,3rd,30.0,male,0,0,"Hendekovic, Mr Ignaz"
864,3rd,30.0,female,0,1,"Henery, Delia"
865,3rd,28.0,female,0,1,"Henriksson, Jenny Lovisa"
866,3rd,22.0,female,1,1,"Hirvonen, Mrs Alexander"
867,3rd,2.0,female,0,1,"Hirvonen, Miss Hildur E"
868,3rd,43.0,male,0,0,"Holm, Mr John Frederik Alexander"
869,3rd,30.0,male,0,0,"Holthen, Mr Johan Martin"
870,3rd,27.0,female,1,1,"Honkanen, Miss Eluna"
871,3rd,30.0,male,0,0,"Horgan, Mr John"
872,3rd,30.0,female,1,1,"Howard, Miss May"
873,3rd,42.0,male,0,0,"Humblin, Mr Adolf Mathias Nicolai Olsen"
874,3rd,30.0,male,1,0,"Hyman, Mr Abraham"
875,3rd,30.0,male,0,0,"Ilieff, Mr Ylio"
876,3rd,27.0,female,0,1,"Ilmakangas, Miss Ida Livija"
877,3rd,25.0,female,0,1,"Ilmakangas, Miss Pieta Sofia"
878,3rd,30.0,male,0,0,"Ivanoff, Mr Konio"
879,3rd,27.0,male,1,0,"Jansen, Mr Carl Olof"
880,3rd,30.0,male,0,0,"Jardin, Mr Jose Netto"
881,3rd,19.0,female,1,1,"Jensen, Miss Carla Christine"
882,3rd,20.0,male,0,0,"Jensen, Mr Hans Peder"
883,3rd,48.0,male,0,0,"Jensen, Mr Niels Peder"
884,3rd,17.0,male,0,0,"Jensen, Mr Svend Lauritz"
885,3rd,30.0,female,1,1,"Jermyn, Miss Annie"
886,3rd,30.0,male,0,0,"Johannesen-Bratthammer, Mr Bernt"
887,3rd,34.0,male,0,0,"Johanson, Mr Jakob Alfred"
888,3rd,22.0,male,0,0,"Johansson, Mr Erik"
889,3rd,33.0,male,0,0,"Johansson, Mr Gustaff Joel"
890,3rd,32.0,male,1,0,"Johansson, Mr Karl Johan"
891,3rd,29.0,male,0,0,"Johansson, Mr Nils"
892,3rd,26.0,male,1,0,"Johansson, Oscar L"
893,3rd,49.0,male,0,0,"Johnson, Mr Alfred"
894,3rd,1.0,female,1,1,"Johnson, Miss Eleanor Ileen"
895,3rd,33.0,male,0,0,"Johnson, Mr Malkolm Joackim"
896,3rd,4.0,male,1,0,"Johnson, Master Harold Theodor"
897,3rd,24.0,female,0,1,"Johnson, Mrs Oscar W"
898,3rd,19.0,male,0,0,"Johnson, Mr William Cahoone Jr"
899,3rd,30.0,male,0,0,"Johnston, Mr Andrew G"
900,3rd,30.0,female,0,1,"Johnston, Mrs Andrew G"
901,3rd,30.0,female,0,1,"Johnston, Miss Catherine H"
902,3rd,30.0,male,0,0,"Johnston, Master William A"
903,3rd,30.0,male,0,0,"Jonkoff, Mr Lazor"
904,3rd,32.0,male,1,0,"Jonsson, Mr Carl"
905,3rd,27.0,male,0,0,"Jonsson, Nils Hilding"
906,3rd,21.0,female,0,1,"Jussila, Miss Aina Maria"
907,3rd,32.0,male,1,0,"Jussila, Mr Erik"
908,3rd,20.0,female,0,1,"Jussila, Miss Katriina"
909,3rd,17.0,male,0,0,"Kallio, Mr Nikolai Erland"
910,3rd,21.0,male,0,0,"Kalvig, Mr Johannes K Halverson"
911,3rd,30.0,male,0,0,"Karajic, Mr Milan"
912,3rd,21.0,male,1,0,"Karlsson, Mr Einar Gervasius"
913,3rd,23.0,male,0,0,"Karlsson, Mr Julius Konrad Eugen"
914,3rd,22.0,male,0,0,"Karlsson, Mr Nils August"
915,3rd,4.0,female,1,1,"Karun, Miss Anna Mary"
916,3rd,39.0,male,0,0,"Karun, Mr Franz"
917,3rd,30.0,male,0,0,"Kassem, Mr Fared"
918,3rd,20.0,male,0,0,"Keane, Mr Andrew"
919,3rd,30.0,male,0,0,"Keefe, Mr Arthur"
920,3rd,30.0,male,0,0,"Kekic, Mr Tido"
921,3rd,21.0,female,1,1,"Kelly, Miss Anna Kate"
922,3rd,44.0,male,0,0,"Kelly, Mr James"
923,3rd,42.0,male,0,0,"Kelly, Mr James"
924,3rd,21.0,female,1,1,"Kelly, Miss Mary"
925,3rd,24.0,male,0,0,"Kennedy, Mr John"
926,3rd,30.0,male,0,0,"Khalil, Mr Betros"
927,3rd,30.0,female,0,1,"Khalil, Mrs Betros"
928,3rd,30.0,male,0,0,"Khalil, Mr Saad"
929,3rd,25.0,male,0,0,"Kiernan, Mr John"
930,3rd,22.0,male,0,0,"Kiernan, Mr Philip"
931,3rd,22.0,male,0,0,"Kilgannon, Mr Thomas"
932,3rd,39.0,male,1,0,"Kink, Mr Anton"
933,3rd,26.0,female,0,1,"Kink, Mrs Anton (Louise Heilmann)"
934,3rd,4.0,female,1,1,"Kink, Miss Louise Gretchen"
935,3rd,22.0,female,0,1,"Kink, Miss Maria"
936,3rd,26.0,male,0,0,"Kink, Mr Vincenz"
937,3rd,1.5,female,0,1,"Klasen, Miss Gertrud Emilia"
938,3rd,36.0,female,0,1,"Klasen, Mrs Hulda Kristina"
939,3rd,18.0,male,0,0,"Klasen, Mr Klas Albin"
940,3rd,30.0,male,0,0,"Kraeff, Mr Theodor"
941,3rd,25.0,male,1,0,"Krekorian, Mr Neshan"
942,3rd,30.0,male,0,0,"Lahowd, Mr Sarkis"
943,3rd,37.0,female,0,1,"Laitinen, Miss Kritina Sofia"
944,3rd,30.0,male,0,0,"Laleff, Mr Kristo"
945,3rd,30.0,male,1,0,"Lam, Mr Ali"
946,3rd,30.0,male,0,0,"Lam, Mr Len"
947,3rd,22.0,female,1,1,"Landegren, Miss Aurora Adelia"
948,3rd,20.0,male,0,0,"Lane, Mr Patrick"
949,3rd,26.0,male,1,0,"Lang, Mr Fang"
950,3rd,29.0,male,0,0,"Larsson, Mr August Viktor"
951,3rd,29.0,male,0,0,"Larsson, Mr Bengt Edvin"
952,3rd,22.0,male,0,0,"Larsson-Rondberg, Mr Edvard"
953,3rd,30.0,male,1,0,"Leeni, Mr Fahim"
954,3rd,30.0,female,0,1,"Lefebre, Mrs Frank"
955,3rd,30.0,male,0,0,"Lefebre, Master Henry"
956,3rd,30.0,female,0,1,"Lefebre, Miss Ida"
957,3rd,30.0,female,0,1,"Lefebre, Miss Jeannie"
958,3rd,30.0,female,0,1,"Lefebre, Miss Mathilde"
959,3rd,32.0,male,0,0,"Leinonen, Mr Antti Gustaf"
960,3rd,30.0,male,0,0,"Lemberopolous, Mr Peter L"
961,3rd,21.0,male,0,0,"Lemom, Mr Denis"
962,3rd,21.0,female,0,1,"Lemon, Miss Mary"
963,3rd,36.0,male,0,0,"Leonard, Mr Lionel"
964,3rd,39.0,male,0,0,"Lester, Mr James"
965,3rd,25.0,female,0,1,"Lindahl, Miss Agda V"
966,3rd,45.0,female,0,1,"Lindblom, Miss Augusta Charlotta"
967,3rd,36.0,male,0,0,"Lindell, Mr Edvard Bengtsson"
968,3rd,30.0,female,0,1,"Lindell, Mrs Edvard Bengtsson"
969,3rd,20.0,male,1,0,"Lindqvist, Eino William"
970,3rd,30.0,male,0,0,"Linehan, Mr Michael"
971,3rd,30.0,male,0,0,"Ling, Mr Lee"
972,3rd,30.0,male,0,0,"Lithman, Mr Simon"
973,3rd,30.0,male,0,0,"Lobb, Mr William Arthur"
974,3rd,30.0,female,0,1,"Lobb, Mrs William Arthur"
975,3rd,30.0,male,0,0,"Lockyer, Mr Edward"
976,3rd,30.0,male,0,0,"Lovell, Mr John"
977,3rd,30.0,male,1,0,"Lulich, Mr Nicola"
978,3rd,30.0,male,0,0,"Lundahl, Mr Johan"
979,3rd,30.0,female,1,1,"Lundin, Miss Olga Elida"
980,3rd,30.0,male,0,0,"Lundstrom, Mr Thure Edvin"
981,3rd,30.0,male,0,0,"Lyntakoff, Mr Stanko"
982,3rd,30.0,male,0,0,"MacKay, Mr George William"
983,3rd,30.0,female,1,1,"Madigan, Miss Margaret"
984,3rd,30.0,male,0,0,"Madsen, Mr Frithiof"
985,3rd,30.0,male,0,0,"Maenpaa, Mr Matti Alexanteri"
986,3rd,30.0,female,0,1,"Mahon, Miss Delia"
987,3rd,30.0,male,0,0,"Maisner, Mr Simon"
988,3rd,30.0,male,0,0,"Makinen, Mr Kalle Edvard"
989,3rd,30.0,male,1,0,"Mamee, Mr Hanna"
990,3rd,30.0,female,0,1,"Mangan, Miss Mary"
991,3rd,30.0,female,1,1,"Mannion, Miss Margareth"
992,3rd,30.0,male,0,0,"Mansour, Mr Hanna"
993,3rd,30.0,male,0,0,"Mardirosian, Mr Sarkis"
994,3rd,30.0,male,0,0,"Marinko, Mr Dmitri"
995,3rd,30.0,male,0,0,"Markim, Mr Johann"
996,3rd,30.0,male,0,0,"Markoff, Mr Marin"
997,3rd,30.0,female,1,1,"Masselmany, Mrs Fatima"
998,3rd,30.0,male,0,0,"Matinoff, Mr Nicola"
999,3rd,30.0,female,1,1,"McCarthy, Miss Katie"
1000,3rd,30.0,male,0,0,"McCormack, Mr Thomas J"
1001,3rd,30.0,female,0,1,"McCoy, Miss Agnes"
1002,3rd,30.0,female,0,1,"McCoy, Miss Alice"
1003,3rd,30.0,male,0,0,"McCoy, Mr Bernard"
1004,3rd,30.0,female,0,1,"McDermott, Miss Delia"
1005,3rd,30.0,male,0,0,"McElroy, Mr Michael"
1006,3rd,30.0,female,1,1,"McGovern, Mrs Hugh"
1007,3rd,30.0,female,0,1,"McGowan, Miss Anna"
1008,3rd,30.0,female,0,1,"McGowan, Miss Katherine"
1009,3rd,30.0,male,0,0,"McMahon, Mr Martin"
1010,3rd,30.0,male,0,0,"McNamee, Mr Neal"
1011,3rd,30.0,female,0,1,"McNamee, Mrs Neal"
1012,3rd,30.0,female,0,1,"Meanwell, Miss Marion Ogden"
1013,3rd,30.0,male,0,0,"Mechen, Mr John"
1014,3rd,30.0,female,0,1,"Meek, Mrs Thomas"
1015,3rd,23.0,female,0,1,"Melkebuk, Mrs Philemon"
1016,3rd,30.0,male,0,0,"Meo, Mr Alfonso"
1017,3rd,30.0,male,1,0,"Midtsjo, Mr Karl Albert"
1018,3rd,30.0,male,0,0,"Mihoff, Mr Stoytcho"
1019,3rd,30.0,male,0,0,"Miles, Mr Frank"
1020,3rd,30.0,male,0,0,"Mineff, Mr Ivan"
1021,3rd,30.0,male,0,0,"Minkoff, Mr Lazar"
1022,3rd,30.0,male,0,0,"Mirko, Mr Dika"
1023,3rd,30.0,male,0,0,"Mitkoff, Mr Mito"
1024,3rd,30.0,female,1,1,"Mocklare, Miss Helen Mary"
1025,3rd,30.0,male,0,0,"Moen, Mr Sigurd H"
1026,3rd,30.0,female,1,1,"Moor, Mrs Beila"
1027,3rd,30.0,male,0,0,"Moor, Master Meier"
1028,3rd,30.0,male,0,0,"Moore, Mr Leonard Charles"
1029,3rd,30.0,female,1,1,"Moran, Miss Bertha"
1030,3rd,30.0,male,0,0,"Moran, Mr Daniel J"
1031,3rd,30.0,male,0,0,"Moran, Mr James"
1032,3rd,30.0,male,0,0,"Morley, Mr Henry Samuel"
1033,3rd,30.0,male,0,0,"Morrow, Mr Thomas Rowan"
1034,3rd,30.0,male,1,0,"Moubarek (Borak), Mr Hanna (John)"
1035,3rd,30.0,female,0,1,"Moubarek, Mrs George"
1036,3rd,30.0,male,0,0,"Moubarek, Master George"
1037,3rd,30.0,male,0,0,"Moubarek, Master William George"
1038,3rd,30.0,male,0,0,"Moss, Albert Johan"
1039,3rd,30.0,female,0,1,"Moussa, Mrs Mantoura Baloics"
1040,3rd,30.0,male,0,0,"Moutal, Mr Rahamin"
1041,3rd,30.0,female,1,1,"Mullins, Miss Katie"
1042,3rd,30.0,female,0,1,"Mulvihill, Miss Bertha E"
1043,3rd,30.0,male,0,0,"Murdlin, Mr Joseph"
1044,3rd,30.0,female,0,1,"Murphy, Miss Katherine"
1045,3rd,30.0,female,0,1,"Murphy, Miss Margaret"
1046,3rd,30.0,female,0,1,"Murphy, Miss Nora"
1047,3rd,30.0,male,0,0,"Myhrman, Mr Pehr Fabian Oliver Malkolm"
1048,3rd,30.0,female,1,1,"Nackid, Miss Maria"
1049,3rd,30.0,male,0,0,"Nackid, Mr Said"
1050,3rd,30.0,female,0,1,"Nackid, Mrs Said"
1051,3rd,30.0,male,0,0,"Nahill, Mr Toufik"
1052,3rd,30.0,male,0,0,"Naidenoff, Mr Penko"
1053,3rd,30.0,male,0,0,"Nancarrow, W H"
1054,3rd,30.0,male,0,0,"Niklasen, Sander"
1055,3rd,30.0,male,0,0,"Nosworthy, Richard C"
1056,3rd,30.0,female,1,1,"Najib, Miss Adele Kiamie"
1057,3rd,30.0,male,0,0,"Nancarrow, Mr William Henry"
1058,3rd,30.0,male,0,0,"Nankoff, Mr Minko"
1059,3rd,30.0,male,0,0,"Nasr, Mr Mustafa"
1060,3rd,30.0,male,0,0,"Nassr, Mr Saade Jean"
1061,3rd,30.0,female,0,1,"Naughton, Miss Hannah"
1062,3rd,30.0,male,0,0,"Nemaugh, Mr Robert"
1063,3rd,30.0,male,0,0,"Nenkoff, Mr Christo"
1064,3rd,30.0,female,1,1,"Nicola-Yarred, Miss Jamila"
1065,3rd,30.0,male,0,0,"Nicola-Yarred, Master Elias"
1066,3rd,30.0,female,0,1,"Nieminen, Miss Manta Josefina"
1067,3rd,30.0,male,0,0,"Niklasson, Mr Samuel"
1068,3rd,30.0,male,0,0,"Nilsson, Mr August Ferdinand"
1069,3rd,30.0,female,1,1,"Nilsson, Miss Berta Olivia"
1070,3rd,30.0,female,0,1,"Nilsson, Miss Helmina Josefina"
1071,3rd,30.0,male,0,0,"Niskanen, Mr Johan"
1072,3rd,30.0,male,0,0,"Nosworthy, Mr Richard Cater"
1073,3rd,30.0,male,1,0,"Novel, Mansouer"
1074,3rd,30.0,female,0,1,"Nysten, Miss Anna"
1075,3rd,30.0,male,0,0,"Nysveen, Mr Johan H"
1076,3rd,30.0,male,0,0,"O'Brien, Mr Denis"
1077,3rd,30.0,male,0,0,"O'Brien, Mr Thomas"
1078,3rd,30.0,female,1,1,"O'Brien, Mrs Thomas"
1079,3rd,30.0,male,0,0,"O'Connell, Mr Patrick D"
1080,3rd,30.0,male,0,0,"O'Connor, Mr Maurice"
1081,3rd,30.0,male,0,0,"O'Connor, Mr Patrick"
1082,3rd,30.0,male,1,0,"Odahl, Mr Nils Martin"
1083,3rd,30.0,female,0,1,"O'Dwyer, Miss Nellie"
1084,3rd,30.0,female,0,1,"Ohman, Miss Velin"
1085,3rd,30.0,male,0,0,"O'Keefe, Mr Patrick"
1086,3rd,30.0,female,0,1,"OLeary, Miss Norah"
1087,3rd,30.0,male,0,0,"Olsen, Master Arthur"
1088,3rd,30.0,male,0,0,"Olsen, Mr Charlie (Carl)"
1089,3rd,30.0,male,0,0,"Olsen, Mr Henry Margido"
1090,3rd,30.0,male,0,0,"Olsen, Mr Ole M"
1091,3rd,30.0,female,0,1,"Olsson, Miss Elida"
1092,3rd,30.0,male,0,0,"Olsson, Mr Nils Johan"
1093,3rd,30.0,male,1,0,"Olsson, Mr Oscar Johansson"
1094,3rd,30.0,female,0,1,"O'Neill, Miss Bridget"
1095,3rd,30.0,male,0,0,"Oreskovic, Mr Jeko"
1096,3rd,30.0,male,0,0,"Oreskovic, Mr Luka"
1097,3rd,30.0,male,0,0,"Oreskovic, Mr Maria"
1098,3rd,30.0,male,0,0,"Osen, Mr Olof Elon"
1099,3rd,30.0,female,1,1,"Osman, Miss Maria"
1100,3rd,30.0,female,0,1,"O'Sullivan, Miss Bridget"
1101,3rd,30.0,male,0,0,"Panula, Mr Ernesti Arvid"
1102,3rd,30.0,male,0,0,"Panula, Mr Jaako Arnold"
1103,3rd,30.0,male,0,0,"Panula, Master Juha Niilo"
1104,3rd,30.0,female,0,1,"Panula, Mrs John"
1105,3rd,30.0,male,0,0,"Panula, Master Urho Abraham"
1106,3rd,30.0,male,0,0,"Panula, Master William"
1107,3rd,30.0,male,0,0,"Pasic, Mr Jakob"
1108,3rd,30.0,male,0,0,"Paulner, Mr Uscher"
1109,3rd,30.0,male,0,0,"Paulsson, Master Gosta Leonard"
1110,3rd,30.0,female,0,1,"Paulsson, Mrs Nils"
1111,3rd,30.0,male,0,0,"Paulsson, Master Paul Folke"
1112,3rd,30.0,female,0,1,"Paulsson, Miss Stina Viola"
1113,3rd,30.0,female,0,1,"Paulsson, Miss Torborg Danira"
1114,3rd,30.0,male,0,0,"Pavlovic, Mr Stefo"
1115,3rd,30.0,male,0,0,"Peacock, Master Alfred Edward"
1116,3rd,30.0,female,0,1,"Peacock, Mrs Benjamin"
1117,3rd,30.0,female,0,1,"Peacock, Miss Treasteall"
1118,3rd,30.0,male,0,0,"Pearce, Mr Ernest"
1119,3rd,30.0,male,0,0,"Pecruic, Mr Mate"
1120,3rd,30.0,male,0,0,"Pecruic, Mr Tome"
1121,3rd,30.0,male,0,0,"Pedersen, Mr Olaf"
1122,3rd,30.0,male,0,0,"Peduzzi, Mr Joseph"
1123,3rd,30.0,male,1,0,"Pekoniemi, Mr Edvard"
1124,3rd,30.0,male,0,0,"Peltomaki, Nikolai Johannes"
1125,3rd,30.0,male,0,0,"Perkin, Mr John Henry"
1126,3rd,30.0,male,1,0,"Persson, Mr Ernst Ulrik"
1127,3rd,30.0,female,0,1,"Peter (Joseph), Miss Mary"
1128,3rd,30.0,female,0,1,"Peter (Joseph), Mrs Catherine"
1129,3rd,30.0,male,0,0,"Peter (Joseph), Master Michael J"
1130,3rd,30.0,female,0,1,"Peters, Miss Katie"
1131,3rd,30.0,male,0,0,"Petersen, Mr Marius"
1132,3rd,30.0,female,0,1,"Petranec, Miss Matilda"
1133,3rd,30.0,male,0,0,"Petroff, Mr Nedeca"
1134,3rd,30.0,male,0,0,"Petroff, Mr Pentcho"
1135,3rd,30.0,female,0,1,"Pettersson, Miss Ellen Natalia"
1136,3rd,30.0,male,0,0,"Peterson, Mr Johan Emil"
1137,3rd,30.0,male,1,0,"Pickard (Trembisky), Mr Berk"
1138,3rd,30.0,male,0,0,"Plotcharsky, Mr Vasil"
1139,3rd,30.0,male,0,0,"Potchett, Mr George"
1140,3rd,30.0,male,0,0,"Radeff, Mr Alexander"
1141,3rd,30.0,male,0,0,"Raibid, Mr Razi"
1142,3rd,30.0,male,0,0,"Reed, Mr James George"
1143,3rd,30.0,male,0,0,"Reynolds, Mr Harold"
1144,3rd,30.0,male,0,0,"Rice, Master Albert"
1145,3rd,30.0,male,0,0,"Rice, Master Arthur"
1146,3rd,30.0,male,0,0,"Rice, Master George"
1147,3rd,30.0,male,0,0,"Rice, Master Eric"
1148,3rd,30.0,male,0,0,"Rice, Master Eugene"
1149,3rd,30.0,female,0,1,"Rice, Mrs William"
1150,3rd,30.0,female,0,1,"Riihiivouri, Miss Sanni"
1151,3rd,30.0,male,0,0,"Rintamaki, Mr Matti"
1152,3rd,30.0,female,1,1,"Riordan, Miss Hannah"
1153,3rd,30.0,male,0,0,"Risien, Mr Samuel"
1154,3rd,30.0,female,0,1,"Risien, Mrs Samuel"
1155,3rd,30.0,male,0,0,"Robins, Mr Alexander A"
1156,3rd,30.0,female,0,1,"Robins, Mrs Alexander A"
1157,3rd,30.0,male,0,0,"Rommetvedt, Mr Karl Kristian Knut"
1158,3rd,30.0,male,0,0,"Rogers, Mr William John"
1159,3rd,30.0,female,0,1,"Rosblom, Mrs Viktor"
1160,3rd,30.0,female,0,1,"Rosblom, Miss Salli Helena"
1161,3rd,30.0,male,0,0,"Rosblom, Mr Viktor Rickard"
1162,3rd,30.0,female,1,1,"Roth, Miss Sarah"
1163,3rd,30.0,male,0,0,"Rouse, Mr Richard Henry"
1164,3rd,30.0,male,0,0,"Rush, Mr Alfred George John"
1165,3rd,30.0,male,1,0,"Ryan, Mr Edward Ryan"
1166,3rd,30.0,male,0,0,"Ryan, Mr Patrick"
1167,3rd,30.0,male,0,0,"Saad, Mr Amin"
1168,3rd,30.0,male,1,0,"Saad, Khalil"
1169,3rd,30.0,male,0,0,"Sadlier, Mr Matthew"
1170,3rd,30.0,male,0,0,"Sadowitz, Mr Harry"
1171,3rd,30.0,female,0,1,"Sage, Miss Ada"
1172,3rd,30.0,female,0,1,"Sage, Miss Constance"
1173,3rd,30.0,female,0,1,"Sage, Miss Dorothy"
1174,3rd,30.0,male,0,0,"Sage, Mr Douglas"
1175,3rd,30.0,male,0,0,"Sage, Mr Frederick"
1176,3rd,30.0,male,0,0,"Sage, Mr George"
1177,3rd,30.0,male,0,0,"Sage, Mr John"
1178,3rd,30.0,female,0,1,"Sage, Mrs John"
1179,3rd,30.0,female,0,1,"Sage, Miss Stella"
1180,3rd,30.0,male,0,0,"Sage, Thomas (child)"
1181,3rd,30.0,male,0,0,"Sage, Master William"
1182,3rd,21.0,male,0,0,"Salander, Mr Karl Johan"
1183,3rd,30.0,female,1,1,"Salkjelsvik, Miss Anna"
1184,3rd,30.0,male,0,0,"Salonen, Mr Johan Werner"
1185,3rd,30.0,male,0,0,"Samaan, Mr Elias"
1186,3rd,30.0,male,0,0,"Samaan, Mr Hanna"
1187,3rd,30.0,male,0,0,"Samaan, Mr Youssef"
1188,3rd,30.0,female,1,1,"Sandstrom, Miss Hjalmar"
1189,3rd,1.5,female,0,1,"Sandstrom, Miss Beatrice Irene"
1190,3rd,30.0,female,0,1,"Sandstrom, Miss Marguerite Rut"
1191,3rd,30.0,male,0,0,"Sather, Simon Sivertsen"
1192,3rd,30.0,male,0,0,"Saundercock, William Henry"
1193,3rd,30.0,male,0,0,"Sawyer, Mr Frederick"
1194,3rd,30.0,male,0,0,"Scanlan, Mr James"
1195,3rd,30.0,male,0,0,"Sdycoff, Mr Todor"
1196,3rd,30.0,male,0,0,Seman Master Betros
1197,3rd,30.0,male,0,0,"Serota, Mr Maurice"
1198,3rd,30.0,male,0,0,"Shaughnesay, Mr Patrick"
1199,3rd,30.0,male,0,0,"Shedid (Sitik), Mr Daher (Docart)"
1200,3rd,30.0,male,1,0,"Sheerlinck, Mr Jean"
1201,3rd,30.0,male,0,0,"Shellard, Mr Frederick B"
1202,3rd,30.0,female,1,1,"Shine, Miss Ellen"
1203,3rd,30.0,male,0,0,"Shorney, Mr Charles"
1204,3rd,30.0,male,0,0,"Simmons, Mr John"
1205,3rd,30.0,male,0,0,"Sirayanian, Mr Arsun"
1206,3rd,30.0,male,0,0,"Sivic, Mr Husen"
1207,3rd,30.0,male,0,0,"Sivola, Mr Antti"
1208,3rd,30.0,female,1,1,"Sjoblom, Miss Anna Sofia"
1209,3rd,30.0,male,0,0,"Sholt, Mr Peter Andreas Lauritz Andersen"
1210,3rd,30.0,male,0,0,"Skinner, Mr Henry John"
1211,3rd,30.0,male,0,0,"Skoog, Master Harald"
1212,3rd,30.0,male,0,0,"Skoog, Master Karl"
1213,3rd,30.0,female,0,1,"Skoog, Miss Mabel"
1214,3rd,30.0,female,0,1,"Skoog, Miss Margit"
1215,3rd,30.0,male,0,0,"Skoog, Mr William"
1216,3rd,30.0,female,0,1,"Skoog, Mrs William"
1217,3rd,30.0,male,0,0,"Slabenoff, Mr Petco"
1218,3rd,30.0,male,0,0,"Slocovski, Mr Selman"
1219,3rd,30.0,male,0,0,"Smiljanovic, Mr Mile"
1220,3rd,30.0,female,1,1,"Smyth, Miss Julia"
1221,3rd,30.0,female,0,1,"Solvang, Mrs Lena Jacobsen"
1222,3rd,30.0,male,0,0,"Somerton, Mr Francis William"
1223,3rd,30.0,male,1,0,"Sop, Mr Jules"
1224,3rd,30.0,male,0,0,"Spector, Mr Woolf"
1225,3rd,30.0,male,0,0,"Staneff, Mr Ivan"
1226,3rd,30.0,male,0,0,"Stankovic, Mr Jovan"
1227,3rd,30.0,female,1,1,"Stanley, Miss Amy Zilla Elsie"
1228,3rd,30.0,male,0,0,"Stanley, Mr Edward Roland"
1229,3rd,30.0,male,0,0,"Storey, Mr Thomas"
1230,3rd,30.0,male,0,0,"Stoyehoff, Mr Ilia"
1231,3rd,30.0,female,0,1,"Strandberg, Miss Ida Sofia"
1232,3rd,30.0,male,1,0,"Stranden, Mr Juho"
1233,3rd,30.0,male,0,0,"Strilic, Mr Ivan"
1234,3rd,30.0,female,0,1,"Strom, Mrs Wilhelm"
1235,3rd,30.0,female,0,1,"Strom, Miss Telma (Selma) Matilda"
1236,3rd,30.0,male,1,0,"Sunderland, Mr Victor Francis"
1237,3rd,30.0,male,0,0,"Sundman, Mr Johan Julian"
1238,3rd,30.0,male,0,0,"Sutehall, Mr Henry, Jr"
1239,3rd,30.0,male,0,0,"Svensson, Mr Johan"
1240,3rd,30.0,male,1,0,"Svensson, Mr Johan Cervin"
1241,3rd,30.0,male,0,0,"Svensson, Mr Olof"
1242,3rd,30.0,male,0,0,"Tannous, Mr Thomas"
1243,3rd,30.0,male,1,0,"Tenglin, Mr Gunnar Isidor"
1244,3rd,30.0,male,0,0,"Theobald, Mr Thomas Leonard"
1245,3rd,30.0,female,1,1,"Thomas, Mrs Alexander"
1246,3rd,30.0,male,0,0,"Thomas, Master Assad Alexander"
1247,3rd,30.0,male,0,0,"Thomas, Mr Charles"
1248,3rd,30.0,male,0,0,"Thomas, Mr John, Jr"
1249,3rd,30.0,male,0,0,"Thomas, Mr John (? 1st/2nd class)"
1250,3rd,30.0,male,0,0,"Thomson, Mr Alexander"
1251,3rd,30.0,male,0,0,"Thorneycroft, Mr Percival"
1252,3rd,30.0,female,1,1,"Thorneycroft, Mrs Percival"
1253,3rd,30.0,male,0,0,"Tikkanen, Mr Juho"
